distretto,day_of_year,precipitation_p1,precipitation_p10,precipitation_p25,precipitation_p75,precipitation_p50,precipitation_p95,precipitation_p99
7657.0,1.0,0.0,0.0,0.0,1.3728811541277792,0.0,10.945359023994891,10.945359023994891
11058.0,1.0,0.0,0.0,0.0,1.9334112405776978,0.0,10.629927635192871,10.629927635192871
7662.0,1.0,0.0,0.0,0.0,0.05881466734750883,0.0,9.466128957429857,9.466128957429857
7661.0,1.0,0.0,0.0,0.0,0.5863842411396192,0.0,11.259656105053885,11.259656105053885
7663.0,1.0,0.0,0.0,0.0,1.374500668710651,0.0,8.901338801221604,8.901338801221604
7667.0,1.0,0.0,0.0,0.0,1.1160485625981542,0.0,9.699577880968157,9.699577880968157
7660.0,1.0,0.0,0.0,0.0,1.3708189863389084,0.0,9.466062077165697,9.466062077165697
7658.0,1.0,0.0,0.0,0.0,0.37584038216323795,0.0,9.680175310424294,9.680175310424294
7666.0,1.0,0.0,0.0,0.0,1.5501841479159415,0.0,8.77223446622808,8.77223446622808
7659.0,1.0,0.0,0.0,0.0,1.3056665856408214,0.0,9.65187810581071,9.65187810581071
7656.0,1.0,0.0,0.0,0.0,1.1967053975221933,0.0,11.035082105696587,11.035082105696587
7669.0,1.0,0.0,0.0,0.0,1.4909113460780128,0.0,10.048287745160264,10.048287745160264
7668.0,1.0,0.0,0.0,0.0,1.5935280838811117,0.0,10.17059994151835,10.17059994151835
7670.0,1.0,0.0,0.0,0.0,1.4939646890598217,0.0,11.920443350384849,11.920443350384849
7639.0,1.0,0.0,0.0,0.0,0.9142915978523992,0.0,8.28713053979799,8.28713053979799
7680.0,1.0,0.0,0.0,0.0,1.3672705349643552,0.0,11.122750512892795,11.122750512892795
7679.0,1.0,0.0,0.0,0.0,0.47280867323250825,0.0,9.925646770716494,9.925646770716494
7688.0,1.0,0.0,0.0,0.0,1.5015432695269761,0.0,11.00419497516264,11.00419497516264
7672.0,1.0,0.0,0.0,0.0,1.1846912014036792,0.0,10.941554211190207,10.941554211190207
7678.0,1.0,0.0,0.0,0.0,2.496164127824044,0.0,11.687486508982442,11.687486508982442
7676.0,1.0,0.0,0.0,0.0,1.7721518408848855,0.0,10.103951308941701,10.103951308941701
7671.0,1.0,0.0,0.0,0.0,1.3257501405206111,0.0,10.814632613161201,10.814632613161201
7674.0,1.0,0.0,0.0,0.0,1.3471122095775472,0.0,9.530472409533463,9.530472409533463
7673.0,1.0,0.0,0.0,0.0,1.3367942344696726,0.0,10.789990727358076,10.789990727358076
7677.0,1.0,0.0,0.0,0.0,1.2915260126295334,0.0,12.048097735437066,12.048097735437066
7675.0,1.0,0.0,0.0,0.0,1.7942048637042152,0.0,11.236485325776734,11.236485325776734
7657.0,2.0,0.0,0.0,0.0,1.2360130869673587,0.0,5.22694939436892,5.22694939436892
11058.0,2.0,0.0,0.0,0.0,1.1720925569534302,0.0,4.386168003082275,4.386168003082275
7662.0,2.0,0.0,0.0,0.0,1.7514014860119214,0.0,6.258369566426255,6.258369566426255
7661.0,2.0,0.0,0.0,0.0,1.7019794895498574,0.0,7.423507798766595,7.423507798766595
7663.0,2.0,0.0,0.0,0.0,1.2496617412469997,0.0,5.709971355961698,5.709971355961698
7667.0,2.0,0.0,0.0,0.0,1.6738000045400163,0.0,7.168314890763695,7.168314890763695
7660.0,2.0,0.0,0.0,0.0,0.9781920776762061,0.0,5.572354185087618,5.572354185087618
7658.0,2.0,0.0,0.0,0.0,1.1202759399158038,0.0,6.999075010787897,6.999075010787897
7666.0,2.0,0.0,0.0,0.0,1.7309230246442429,0.0,6.906251012518052,6.906251012518052
